"_id__$oid","title","parentId","scope","isProject","project__createdDate","project__endDate","project__startDate","project__status","project__ownerIds__$oid","project__authorId__$oid","user__$oid","__v"
"5a5ab7f209fe982af6b114da","UI Custom Config","5a5ab7f109fe982af6b114cc","WsFolder","False","","","","","","","59f77e492e7ceb2b6021e195","0"
"5a5ab7f209fe982af6b114db","Security Environment Assessment","5a5ab7f109fe982af6b114cc","WsFolder","False","","","","","","","59f77e492e7ceb2b6021e195","0"
"5a5ab7f209fe982af6b114dc","F&B Environment Assessment","5a5ab7f109fe982af6b114cc","WsFolder","False","","","","","","","59f77e492e7ceb2b6021e195","0"
"5a5ab7f209fe982af6b114dd","Facilities Booking Environment Assessment","5a5ab7f109fe982af6b114cc","WsFolder","False","","","","","","","59f77e492e7ceb2b6021e195","0"
"5a5ab7f209fe982af6b114de","Event Environment Assessment","5a5ab7f109fe982af6b114cc","WsFolder","False","","","","","","","59f77e492e7ceb2b6021e195","0"
"5a5ab7f209fe982af6b114df","CommsNeedAssessment","5a5ab7f109fe982af6b114cc","WsFolder","False","","","","","","","59f77e492e7ceb2b6021e195","0"
"5a5ab7f209fe982af6b114e0","ConciergeNeedsAssessment","5a5ab7f109fe982af6b114cc","WsFolder","False","","","","","","","59f77e492e7ceb2b6021e195","0"
"5a5ab7f209fe982af6b114e1","Alpha Update to Beta(Setup)","5a5ab7f109fe982af6b114ce","WsFolder","False","","","","","","","59f77e492e7ceb2b6021e195","0"
"5a5ab7f209fe982af6b114e2","BetaTesting&Feedback","5a5ab7f109fe982af6b114ce","WsFolder","False","","","","","","","59f77e492e7ceb2b6021e195","0"
"5a5ab7f209fe982af6b114e3","BetaUpdatetoRelease","5a5ab7f109fe982af6b114ce","WsFolder","False","","","","","","","59f77e492e7ceb2b6021e195","0"
"5a5ab7f209fe982af6b114f1","HID","5a5ab7f209fe982af6b114d1","WsFolder","False","","","","","","","59f77e492e7ceb2b6021e195","0"
"5a5ab7f209fe982af6b114f2","WALTZ","5a5ab7f209fe982af6b114d1","WsFolder","False","","","","","","","59f77e492e7ceb2b6021e195","0"
"5a5ab7f209fe982af6b114f3","OTHER","5a5ab7f209fe982af6b114d1","WsFolder","False","","","","","","","59f77e492e7ceb2b6021e195","0"
"5a5ab7f209fe982af6b11502","Security","5a5ab7f209fe982af6b114e1","WsFolder","False","","","","","","","59f77e492e7ceb2b6021e195","0"
"5a5ab7f209fe982af6b11503","F&B","5a5ab7f209fe982af6b114e1","WsFolder","False","","","","","","","59f77e492e7ceb2b6021e195","0"
"5a5ab7f209fe982af6b11504","Facilities","5a5ab7f209fe982af6b114e1","WsFolder","False","","","","","","","59f77e492e7ceb2b6021e195","0"
"5a5ab7f209fe982af6b11505","Events","5a5ab7f209fe982af6b114e1","WsFolder","False","","","","","","","59f77e492e7ceb2b6021e195","0"
"5a5ab7f209fe982af6b11506","Comms","5a5ab7f209fe982af6b114e1","WsFolder","False","","","","","","","59f77e492e7ceb2b6021e195","0"
"5a5ab7f209fe982af6b11507","Concierge","5a5ab7f209fe982af6b114e1","WsFolder","False","","","","","","","59f77e492e7ceb2b6021e195","0"
"5a5ab7f209fe982af6b1150f","HID","5a5ab7f209fe982af6b11502","WsFolder","False","","","","","","","59f77e492e7ceb2b6021e195","0"
"5a5ab7f209fe982af6b11510","WALTZ","5a5ab7f209fe982af6b11502","WsFolder","False","","","","","","","59f77e492e7ceb2b6021e195","0"
"5a5ab7f209fe982af6b11511","OTHER","5a5ab7f209fe982af6b11502","WsFolder","False","","","","","","","59f77e492e7ceb2b6021e195","0"
"5a5ab7f209fe982af6b1151d","Access Hardware Environment","5a5ab7f209fe982af6b114db","WsFolder","False","","","","","","","59f77e492e7ceb2b6021e195","0"
"5a5ab7f209fe982af6b1151e","ACS Platform","5a5ab7f209fe982af6b114db","WsFolder","False","","","","","","","59f77e492e7ceb2b6021e195","0"
"5a5ab7f209fe982af6b1151f","VMS System","5a5ab7f209fe982af6b114db","WsFolder","False","","","","","","","59f77e492e7ceb2b6021e195","0"
"5a5ab7f209fe982af6b11523","Breadcrumb(AsApplicable)","5a5ab7f209fe982af6b11503","WsFolder","False","","","","","","","59f77e492e7ceb2b6021e195","0"
